order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_days,late_delivery,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,month
76c6e866289321a7c93b82b54852dc33,f54a9f0e6b351c431402b8461ea51999,delivered,2017-01-23 18:29:09,2017-01-25 02:50:47,2017-01-26 14:16:31,2017-02-02 14:08:10,2017-03-06,9.0,False,39382392765b6dc74812866ee5ee92a7,99655,faxinalzinho,RS,1.0,ac1789e492dcd698c5c10b97a671243a,63b9ae557efed31d1f7687917d248a8d,2017-01-27 18:29:09,19.9,16.05,moveis_decoracao,41.0,432.0,2.0,300.0,35.0,35.0,15.0,1.0,boleto,1.0,35.95,fc4af8aea8ec3f1a3cd181d3d0cadbd5,1.0,,,2017-02-03 00:00:00,2017-02-05 01:58:35,2017-01
e69bfb5eb88e0ed6a785585b27e16dbf,31ad1d1b63eb9962463f764d4e6e0c9d,delivered,2017-07-29 11:55:02,2017-07-29 12:05:32,2017-08-10 19:45:24,2017-08-16 17:14:30,2017-08-23,18.0,False,299905e3934e9e181bfb2e164dd4b4f8,18075,sorocaba,SP,1.0,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,2017-08-11 12:05:32,149.99,19.77,moveis_escritorio,45.0,527.0,1.0,9750.0,42.0,41.0,42.0,2.0,voucher,1.0,161.42,abc5655186d40772bd6e410420e6a3ed,5.0,,,2017-08-17 00:00:00,2017-08-18 01:47:32,2017-07
e69bfb5eb88e0ed6a785585b27e16dbf,31ad1d1b63eb9962463f764d4e6e0c9d,delivered,2017-07-29 11:55:02,2017-07-29 12:05:32,2017-08-10 19:45:24,2017-08-16 17:14:30,2017-08-23,18.0,False,299905e3934e9e181bfb2e164dd4b4f8,18075,sorocaba,SP,1.0,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,2017-08-11 12:05:32,149.99,19.77,moveis_escritorio,45.0,527.0,1.0,9750.0,42.0,41.0,42.0,1.0,credit_card,1.0,8.34,abc5655186d40772bd6e410420e6a3ed,5.0,,,2017-08-17 00:00:00,2017-08-18 01:47:32,2017-07
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07,12.0,False,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ,1.0,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,2017-05-22 19:50:18,99.0,30.53,ferramentas_jardim,36.0,450.0,1.0,9000.0,42.0,12.0,39.0,1.0,credit_card,1.0,259.06,15898b543726a832d4137fbef5d1d00e,1.0,,Aguardando retorno da loja,2017-05-30 00:00:00,2017-05-30 23:13:47,2017-05
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07,12.0,False,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ,2.0,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,2017-05-22 19:50:18,99.0,30.53,ferramentas_jardim,36.0,450.0,1.0,9000.0,42.0,12.0,39.0,1.0,credit_card,1.0,259.06,15898b543726a832d4137fbef5d1d00e,1.0,,Aguardando retorno da loja,2017-05-30 00:00:00,2017-05-30 23:13:47,2017-05
34513ce0c4fab462a55830c0989c7edb,7711cf624183d843aafe81855097bc37,delivered,2017-07-13 19:58:11,2017-07-13 20:10:08,2017-07-14 18:43:29,2017-07-19 14:04:48,2017-08-08,5.0,False,782987b81c92239d922aa49d6bd4200b,4278,sao paulo,SP,1.0,f7e0fa615b386bc9a8b9eb52bc1fff76,87142160b41353c4e5fca2360caf6f92,2017-07-19 20:10:08,98.0,16.13,informatica_acessorios,59.0,2574.0,1.0,325.0,21.0,21.0,21.0,1.0,credit_card,1.0,114.13,a932e1fddc0c17fc26de56687b48f922,4.0,,,2017-07-20 00:00:00,2017-07-22 20:11:54,2017-07
82566a660a982b15fb86e904c8d32918,d3e3b74c766bc6214e0c830b17ee2341,delivered,2018-06-07 10:06:19,2018-06-09 03:13:12,2018-06-11 13:29:00,2018-06-19 12:05:52,2018-07-18,12.0,False,e97109680b052ee858d93a539597bba7,35400,ouro preto,MG,1.0,72a97c271b2e429974398f46b93ae530,094ced053e257ae8cae57205592d6712,2018-06-18 03:13:12,31.9,18.23,perfumaria,59.0,685.0,1.0,450.0,16.0,17.0,16.0,1.0,boleto,1.0,50.13,ed220e853e96b629118a3576e02900b6,5.0,,,2018-06-20 00:00:00,2018-06-20 15:31:29,2018-06
5ff96c15d0b717ac6ad1f3d77225a350,19402a48fe860416adf93348aba37740,delivered,2018-07-25 17:44:10,2018-07-25 17:55:14,2018-07-26 13:16:00,2018-07-30 15:52:25,2018-08-08,4.0,False,e2dfa3127fedbbca9707b36304996dab,4812,sao paulo,SP,1.0,10adb53d8faa890ca7c2f0cbcb68d777,1900267e848ceeba8fa32d80c1a5f5a8,2018-07-27 17:55:14,19.9,12.8,cama_mesa_banho,52.0,155.0,1.0,200.0,16.0,10.0,16.0,1.0,credit_card,3.0,32.7,346e42116863ea64d51cef464d8f0c9c,5.0,,,2018-07-31 00:00:00,2018-08-02 21:15:12,2018-07
432aaf21d85167c2c86ec9448c4e42cc,3df704f53d3f1d4818840b34ec672a9f,delivered,2018-03-01 14:14:28,2018-03-01 15:10:47,2018-03-02 21:09:20,2018-03-12 23:36:26,2018-03-21,11.0,False,04cf8185c71090d28baa4407b2e6d600,5271,sao paulo,SP,1.0,72d3bf1d3a790f8874096fcf860e3eff,0bae85eb84b9fb3bd773911e89288d54,2018-03-07 15:10:47,38.25,16.11,brinquedos,57.0,341.0,2.0,583.0,20.0,21.0,20.0,1.0,credit_card,1.0,54.36,8f39f09c22b1ceb6e3eb178d8e50bb8a,4.0,,Gostei do produto,2018-03-13 00:00:00,2018-03-14 10:36:16,2018-03
dcb36b511fcac050b97cd5c05de84dc3,3b6828a50ffe546942b7a473d70ac0fc,delivered,2018-06-07 19:03:12,2018-06-12 23:31:02,2018-06-11 14:54:00,2018-06-21 15:34:32,2018-07-04,13.0,False,ccafc1c3f270410521c3c6f3b249870f,74820,goiania,GO,1.0,009c09f439988bc06a93d6b8186dce73,89a51f50b8095ea78d5768f34c13a76f,2018-06-18 18:59:02,132.4,14.05,perfumaria,39.0,991.0,3.0,150.0,20.0,20.0,20.0,1.0,credit_card,10.0,146.45,5a8608437f4b52bec5cd143f37258b5e,5.0,Nota dez,Obrigado pela atenção. Lojas lannister perfeito em tudo.,2018-07-03 00:00:00,2018-07-03 15:10:07,2018-06
403b97836b0c04a622354cf531062e5f,738b086814c6fcc74b8cc583f8516ee3,delivered,2018-01-02 19:00:43,2018-01-02 19:09:04,2018-01-03 18:19:09,2018-01-20 01:38:59,2018-02-06,17.0,False,6e26bbeaa107ec34112c64e1ee31c0f5,21381,rio de janeiro,RJ,1.0,638bbb2a5e4f360b71f332ddfebfd672,c4af86330efa7a2620772227d2d670c9,2018-01-12 19:09:04,1299.0,77.45,construcao_ferramentas_construcao,38.0,143.0,2.0,20850.0,100.0,25.0,50.0,1.0,credit_card,10.0,1376.45,,,,,,,2018-01
116f0b09343b49556bbad5f35bee0cdf,3187789bec990987628d7a9beb4dd6ac,delivered,2017-12-26 23:41:31,2017-12-26 23:50:22,2017-12-28 18:33:05,2018-01-08 22:36:36,2018-01-29,12.0,False,6087cfc70fd833cf2db637a5e6e9d76b,88780,imbituba,SC,1.0,a47295965bd091207681b541b26e40a5,ea8482cd71df3c1969d7b9473ff13abc,2018-01-02 23:50:22,27.99,15.1,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0,1.0,credit_card,4.0,43.09,0c00083494717bc36977eb15ba4bba01,5.0,,,2018-01-09 00:00:00,2018-01-12 01:09:35,2017-12
85ce859fd6dc634de8d2f1e290444043,059f7fc5719c7da6cbafe370971a8d70,delivered,2017-11-21 00:03:41,2017-11-21 00:14:22,2017-11-23 21:32:26,2017-11-27 18:28:00,2017-12-11,6.0,False,d0ff1a7468fcc46b8fc658ab35d2a12c,13186,hortolandia,SP,1.0,cce679660c66e6fbd5c8091dfd29e9cd,d2374cbcbb3ca4ab1086534108cc3ab7,2017-11-29 00:14:22,17.9,11.85,cama_mesa_banho,43.0,125.0,1.0,250.0,40.0,4.0,30.0,1.0,credit_card,1.0,29.75,70c498f6918af37d6444d7846449ea5b,5.0,,,2017-11-28 00:00:00,2017-11-28 22:12:02,2017-11
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23,13.0,False,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,1.0,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,2017-11-01 16:07:35,76.0,16.97,telefonia,59.0,973.0,1.0,325.0,19.0,8.0,22.0,2.0,voucher,1.0,62.15,219cf59cf889bc85babbd1cd1fe30f2d,4.0,,,2017-11-09 00:00:00,2017-11-10 01:06:29,2017-10
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23,13.0,False,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,1.0,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,2017-11-01 16:07:35,76.0,16.97,telefonia,59.0,973.0,1.0,325.0,19.0,8.0,22.0,3.0,voucher,1.0,24.86,219cf59cf889bc85babbd1cd1fe30f2d,4.0,,,2017-11-09 00:00:00,2017-11-10 01:06:29,2017-10
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23,13.0,False,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,1.0,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,2017-11-01 16:07:35,76.0,16.97,telefonia,59.0,973.0,1.0,325.0,19.0,8.0,22.0,1.0,credit_card,1.0,5.96,219cf59cf889bc85babbd1cd1fe30f2d,4.0,,,2017-11-09 00:00:00,2017-11-10 01:06:29,2017-10
203096f03d82e0dffbc41ebc2e2bcfb7,d2b091571da224a1b36412c18bc3bbfe,delivered,2017-09-18 14:31:30,2017-09-19 04:04:09,2017-10-06 17:50:03,2017-10-09 22:23:46,2017-09-28,21.0,True,d699688533772c15a061e8ce81cb56df,4001,sao paulo,SP,1.0,5ac9d9e379c606e36a8094a6046f75dc,633ecdf879b94b5337cca303328e4a25,2017-09-25 04:04:09,109.9,8.96,beleza_saude,46.0,2345.0,6.0,525.0,21.0,16.0,13.0,1.0,boleto,1.0,118.86,38cae21b1b57a95959440380d5b2ef7a,2.0,,"os correios estäo em greve... näo recebi nenhum aviso de atraso, mas de qqer forma a empresa responsável deveria dar alguma resposta sobre o atraso.",2017-10-01 00:00:00,2017-10-01 17:55:21,2017-09
f848643eec1d69395095eb3840d2051e,4fa1cd166fa598be6de80fa84eaade43,delivered,2018-03-15 08:52:40,2018-03-15 09:09:31,2018-03-15 19:52:48,2018-03-19 18:08:32,2018-03-29,4.0,False,68954feaafe4dd638f3bd3e2afa174ec,8473,sao paulo,SP,1.0,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,2018-03-23 09:09:31,79.99,8.91,beleza_saude,59.0,492.0,3.0,250.0,22.0,10.0,18.0,1.0,credit_card,4.0,88.9,f3d78d82a38fc81f086b0d810edcf3aa,5.0,,,2018-03-20 00:00:00,2018-03-20 14:35:09,2018-03
2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,2018-02-03 20:37:35,2018-02-03 20:50:22,2018-02-05 22:37:28,2018-02-08 16:13:46,2018-02-21,4.0,False,b8df986511d928829c3192c2ed081eba,3323,sao paulo,SP,1.0,6893767814d1ac82a81bcd365e1cc918,8b321bb669392f5163d04c59e235e066,2018-02-08 20:50:22,9.5,7.78,eletronicos,26.0,511.0,1.0,200.0,25.0,7.0,16.0,1.0,credit_card,1.0,17.28,e905f4e4e372b175115c1d6c878b5020,3.0,,,2018-02-09 00:00:00,2018-02-11 21:45:20,2018-02
95266dbfb7e20354baba07964dac78d5,a166da34890074091a942054b36e4265,delivered,2018-01-08 07:55:29,2018-01-08 08:07:31,2018-01-24 23:16:37,2018-01-26 17:32:38,2018-02-21,18.0,False,451e48381edab7f1f6dbfa6d728616ff,89070,blumenau,SC,1.0,bb7181410b4e02f93f3697f765db53c7,855668e0971d4dfd7bef1b6a4133b41b,2018-01-26 08:07:31,129.99,57.58,bebes,36.0,1058.0,1.0,14950.0,77.0,20.0,53.0,1.0,credit_card,3.0,187.57,1d507207ffd8c75b785304b33e2f6c59,4.0,,,2018-01-27 00:00:00,2018-01-28 11:42:31,2018-01
f3e7c359154d965827355f39d6b1fdac,62b423aab58096ca514ba6aa06be2f98,delivered,2018-08-09 11:44:40,2018-08-10 03:24:51,2018-08-10 12:29:00,2018-08-13 18:24:27,2018-08-17,4.0,False,9c9242ad7f1b52d926ea76778e1c0c57,18052,sorocaba,SP,1.0,e99d69efe684efaa643f99805f7c81bc,55c26bcb609f480eb7868594245febb5,2018-08-14 03:24:51,89.9,14.21,papelaria,56.0,115.0,1.0,600.0,33.0,13.0,25.0,1.0,boleto,1.0,104.11,9a55cbc65c8fad47581da5ebbb2b373e,5.0,Ótimo ,Sempre vou comprar aqui pois é a melhor parabéns ,2018-08-14 00:00:00,2018-08-14 21:52:46,2018-08
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20 23:46:53,2018-02-22 02:30:46,2018-02-26 22:25:22,2018-03-21 22:03:54,2018-03-12,28.0,True,a25d5f94840d3c6a1a49f271ed83f4ec,21715,rio de janeiro,RJ,1.0,7b717060aa783eb7f23a747a3a733dd7,c0563dd588b775f2e37747ef6ad6c92c,2018-02-28 02:30:44,109.9,15.53,cool_stuff,46.0,595.0,2.0,500.0,16.0,12.0,22.0,1.0,boleto,1.0,125.43,6a1a8e54de03ab98e6e8ff56e56e507f,2.0,,Demora muito entregar. Já passou o prazo e ainda não recebi minha encomenda.,2018-03-16 00:00:00,2018-03-20 23:10:58,2018-02
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18,12.0,False,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,1.0,d70f38e7f79c630f8ea00c993897042c,977f9f63dd360c2a32ece2f93ad6d306,2018-06-13 00:35:10,90.9,48.64,bebes,53.0,233.0,1.0,10950.0,41.0,40.0,40.0,1.0,credit_card,10.0,227.68,2d4303fd561eb4ab51c87faa6598dc10,1.0,NÃO RECOMENDO!!!! ,"Até o momento não recebi o produto Protetor De Colchão Para Berço - Algodão Impermeável, já fiz a reclamação desde o dia 18/06 e ainda não obtive retorno. Irei cancelar o pedido e estornar a compra hj",2018-06-17 00:00:00,2018-06-20 11:38:22,2018-06
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18,12.0,False,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,2.0,9451e630d725c4bb7a5a206b48b99486,d673a59aac7a70d8b01e6902bf090a11,2018-06-13 00:35:10,39.5,48.64,bebes,52.0,300.0,1.0,350.0,31.0,10.0,12.0,1.0,credit_card,10.0,227.68,2d4303fd561eb4ab51c87faa6598dc10,1.0,NÃO RECOMENDO!!!! ,"Até o momento não recebi o produto Protetor De Colchão Para Berço - Algodão Impermeável, já fiz a reclamação desde o dia 18/06 e ainda não obtive retorno. Irei cancelar o pedido e estornar a compra hj",2018-06-17 00:00:00,2018-06-20 11:38:22,2018-06
dd78f560c270f1909639c11b925620ea,8b212b9525f9e74e85e37ed6df37693e,delivered,2018-03-12 01:50:26,2018-03-12 03:28:34,2018-03-12 21:06:37,2018-03-21 14:41:50,2018-03-28,9.0,False,f4a7ef6bd931f83d75d83b71c94e90df,13568,sao carlos,SP,1.0,00baba5b58e274d0332a0c8a0a66f877,d3f39f05462b79a4562d35893a28f159,2018-03-16 02:30:56,47.9,12.79,perfumaria,27.0,406.0,4.0,200.0,18.0,7.0,12.0,1.0,credit_card,2.0,60.69,67904467df350a66376e3a42fbe02139,5.0,,"Lindos. 
Acabamento incrivel, muiro macios e super em conta.",2018-03-22 00:00:00,2018-03-25 02:36:39,2018-03
91b2a010e1e45e6ba3d133fa997597be,cce89a605105b148387c52e286ac8335,delivered,2018-05-02 11:45:38,2018-05-03 12:55:01,2018-05-10 16:16:00,2018-05-16 20:56:24,2018-05-23,14.0,False,bd13608b9c6033892ce62269b50a0afc,9182,santo andre,SP,1.0,ba74c6b75d2ad7503175809688d5a03c,7d13fca15225358621be4086e1eb0964,2018-05-09 12:55:01,178.99,13.69,relogios_presentes,59.0,1088.0,2.0,292.0,17.0,8.0,12.0,1.0,credit_card,8.0,192.68,8a4283cd714cfca8f3da98f2c0afce0e,4.0,,,2018-05-17 00:00:00,2018-05-20 18:45:34,2018-05
ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25 13:50:30,2018-02-25 14:47:35,2018-02-26 22:28:50,2018-03-27 23:29:14,2018-04-13,30.0,False,1428917cd397d4f9ac0fde76dd6f2266,69317,boa vista,RR,1.0,c0db539123a403f670c50237d970b215,f7720c4fa8e3aba4546301ab80ea1f1b,2018-03-01 14:28:03,30.1,33.24,ferramentas_jardim,56.0,1313.0,2.0,850.0,20.0,20.0,20.0,1.0,credit_card,3.0,63.34,0153550f6dd1a6bdfc334a919622abfb,4.0,,,2018-03-28 00:00:00,2018-03-29 16:38:11,2018-02
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,delivered,2017-08-10 11:58:33,2017-08-12 02:45:24,2017-08-17 15:35:07,2017-08-18 14:28:02,2017-08-23,8.0,False,1974875b4a1d2e2ee6d586e3ba4d7602,5634,sao paulo,SP,1.0,cafd558df4c3c9d1c338ba6930ea9a62,5dceca129747e92ff8ef7a997dc4f8ca,2017-08-17 02:45:24,279.0,34.19,bebes,45.0,1009.0,1.0,16450.0,44.0,70.0,32.0,1.0,boleto,1.0,313.19,2f111691fc93df88fc3aa8c2deac61ce,2.0,,O produto veio faltando a base para auto e como eu fiz o pedido por telefone justamente para confirmar se a base demonstrada pela foto acompanhava o produto e tbm constava na descrição do item.,2017-08-19 00:00:00,2017-08-19 23:46:02,2017-08
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,delivered,2018-04-16 21:15:39,2018-04-16 22:10:26,2018-04-18 13:05:09,2018-05-05 12:28:34,2018-05-15,18.0,False,a6fefcd9f434474cf6fcd8ed1102fd63,55540,palmares,PE,1.0,2d8f2be4f08788ee3bf5356af2b2ee6c,d91fb3b7d041e83b64a00a3edfb37e4f,2018-04-22 22:10:26,186.9,38.0,climatizacao,52.0,331.0,4.0,100.0,27.0,13.0,17.0,1.0,credit_card,4.0,224.9,764c587207b9589949abd863bdb72dec,1.0,Enganadores,"Foi entregue um produto divergente do que eu havia comprado, além de não vir com todos os acessórios constantes na descrição do anuncio. Solicito providências urgentes.",2018-05-06 00:00:00,2018-05-08 23:47:22,2018-04
